Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,086338,2018,01,01,31.4
IDCJAC0016,086338,2018,01,02,29.7
IDCJAC0016,086338,2018,01,03,27.2
IDCJAC0016,086338,2018,01,04,31.8
IDCJAC0016,086338,2018,01,05,31.7
IDCJAC0016,086338,2018,01,06,31.5
IDCJAC0016,086338,2018,01,07,11.0
IDCJAC0016,086338,2018,01,08,17.5
IDCJAC0016,086338,2018,01,09,30.0
IDCJAC0016,086338,2018,01,10,23.5
IDCJAC0016,086338,2018,01,11,28.6
IDCJAC0016,086338,2018,01,12,1.7
IDCJAC0016,086338,2018,01,13,10.7
IDCJAC0016,086338,2018,01,14,27.5
IDCJAC0016,086338,2018,01,15,21.1
IDCJAC0016,086338,2018,01,16,31.1
IDCJAC0016,086338,2018,01,17,30.9
IDCJAC0016,086338,2018,01,18,30.8
IDCJAC0016,086338,2018,01,19,30.6
IDCJAC0016,086338,2018,01,20,20.2
IDCJAC0016,086338,2018,01,21,14.9
IDCJAC0016,086338,2018,01,22,27.3
IDCJAC0016,086338,2018,01,23,28.3
IDCJAC0016,086338,2018,01,24,27.5
IDCJAC0016,086338,2018,01,25,28.1
IDCJAC0016,086338,2018,01,26,19.9
IDCJAC0016,086338,2018,01,27,27.5
IDCJAC0016,086338,2018,01,28,28.5
IDCJAC0016,086338,2018,01,29,7.3
IDCJAC0016,086338,2018,01,30,14.1
IDCJAC0016,086338,2018,01,31,19.6
IDCJAC0016,086338,2018,02,01,28.9
IDCJAC0016,086338,2018,02,02,28.4
IDCJAC0016,086338,2018,02,03,26.7
IDCJAC0016,086338,2018,02,04,28.5
IDCJAC0016,086338,2018,02,05,24.0
IDCJAC0016,086338,2018,02,06,27.6
IDCJAC0016,086338,2018,02,07,27.1
IDCJAC0016,086338,2018,02,08,15.8
IDCJAC0016,086338,2018,02,09,17.2
IDCJAC0016,086338,2018,02,10,6.6
IDCJAC0016,086338,2018,02,11,18.5
IDCJAC0016,086338,2018,02,12,22.2
IDCJAC0016,086338,2018,02,13,26.0
IDCJAC0016,086338,2018,02,14,22.8
IDCJAC0016,086338,2018,02,15,18.4
IDCJAC0016,086338,2018,02,16,24.8
IDCJAC0016,086338,2018,02,17,24.1
IDCJAC0016,086338,2018,02,18,20.5
IDCJAC0016,086338,2018,02,19,20.9
IDCJAC0016,086338,2018,02,20,25.5
IDCJAC0016,086338,2018,02,21,16.0
IDCJAC0016,086338,2018,02,22,16.8
IDCJAC0016,086338,2018,02,23,13.4
IDCJAC0016,086338,2018,02,24,4.8
IDCJAC0016,086338,2018,02,25,10.0
IDCJAC0016,086338,2018,02,26,24.3
IDCJAC0016,086338,2018,02,27,24.0
IDCJAC0016,086338,2018,02,28,19.6
IDCJAC0016,086338,2018,03,01,17.7
IDCJAC0016,086338,2018,03,02,19.6
IDCJAC0016,086338,2018,03,03,21.8
IDCJAC0016,086338,2018,03,04,22.2
IDCJAC0016,086338,2018,03,05,16.6
IDCJAC0016,086338,2018,03,06,22.6
IDCJAC0016,086338,2018,03,07,22.4
IDCJAC0016,086338,2018,03,08,22.1
IDCJAC0016,086338,2018,03,09,21.9
IDCJAC0016,086338,2018,03,10,21.6
IDCJAC0016,086338,2018,03,11,14.3
IDCJAC0016,086338,2018,03,12,10.2
