Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,086338,2019,01,01,31.7
IDCJAC0016,086338,2019,01,02,26.3
IDCJAC0016,086338,2019,01,03,27.6
IDCJAC0016,086338,2019,01,04,27.4
IDCJAC0016,086338,2019,01,05,12.9
IDCJAC0016,086338,2019,01,06,30.9
IDCJAC0016,086338,2019,01,07,30.2
IDCJAC0016,086338,2019,01,08,28.9
IDCJAC0016,086338,2019,01,09,28.4
IDCJAC0016,086338,2019,01,10,25.8
IDCJAC0016,086338,2019,01,11,31.5
IDCJAC0016,086338,2019,01,12,28.6
IDCJAC0016,086338,2019,01,13,31.3
IDCJAC0016,086338,2019,01,14,31.1
IDCJAC0016,086338,2019,01,15,22.3
IDCJAC0016,086338,2019,01,16,17.5
IDCJAC0016,086338,2019,01,17,6.0
IDCJAC0016,086338,2019,01,18,2.6
IDCJAC0016,086338,2019,01,19,30.2
IDCJAC0016,086338,2019,01,20,29.2
IDCJAC0016,086338,2019,01,21,28.2
IDCJAC0016,086338,2019,01,22,29.3
IDCJAC0016,086338,2019,01,23,27.4
IDCJAC0016,086338,2019,01,24,30.0
IDCJAC0016,086338,2019,01,25,25.3
IDCJAC0016,086338,2019,01,26,27.7
IDCJAC0016,086338,2019,01,27,21.1
IDCJAC0016,086338,2019,01,28,29.4
IDCJAC0016,086338,2019,01,29,27.7
IDCJAC0016,086338,2019,01,30,19.9
IDCJAC0016,086338,2019,01,31,27.8
IDCJAC0016,086338,2019,02,01,28.8
IDCJAC0016,086338,2019,02,02,27.5
IDCJAC0016,086338,2019,02,03,26.1
IDCJAC0016,086338,2019,02,04,9.3
IDCJAC0016,086338,2019,02,05,14.6
IDCJAC0016,086338,2019,02,06,22.8
IDCJAC0016,086338,2019,02,07,25.1
IDCJAC0016,086338,2019,02,08,21.1
IDCJAC0016,086338,2019,02,09,13.6
IDCJAC0016,086338,2019,02,10,23.5
IDCJAC0016,086338,2019,02,11,18.6
IDCJAC0016,086338,2019,02,12,12.4
IDCJAC0016,086338,2019,02,13,23.7
IDCJAC0016,086338,2019,02,14,24.2
IDCJAC0016,086338,2019,02,15,23.1
IDCJAC0016,086338,2019,02,16,24.2
IDCJAC0016,086338,2019,02,17,20.0
IDCJAC0016,086338,2019,02,18,16.9
